global_ordinal,source_sha256,output_sha256,output_pixel_sha256,base_crop_pixel_sha256,transform_decision,deskew_correction_degrees,crop_left,crop_top,crop_right_exclusive,crop_bottom_exclusive,source_width,source_height,output_width,output_height,detector_confidence
666,5d6a94ccc590c5273f2ff2b4d5550b49e5a51e81b8af13ec1ff5e7335cde5a00,741a0c2f1f97c577a3c012d87a36e2b7d5447b639d3645c7fda599321c72076c,2f12a984d77b9b84ffc19c434b75f1787b846fd14e8fb8d163ef1077d4e20a22,2f12a984d77b9b84ffc19c434b75f1787b846fd14e8fb8d163ef1077d4e20a22,preserve,0.0,132,81,1576,1268,1642,1361,1444,1187,0.9924999999999999
667,041c90344a144007e7592cf974f795e2ea07602824acb285b24559c9347a6bb3,d80ec775ce6386a7d7c239d9ebe54c712a36d4b10d69ccd61634ca21f1fe760d,94d9ef20a1e96534438dda381e84f94d4a23772f3ec3a137e73e78567b2b0aa8,94d9ef20a1e96534438dda381e84f94d4a23772f3ec3a137e73e78567b2b0aa8,preserve,0.0,126,82,1562,1279,1594,1361,1436,1197,0.9924999999999999
668,dc78587cdced5a20653979fe8549e8d2657ff10fc8fe413d8c2baff9d7db6597,a8aa5b20572d3b372711c502ed42158d055e108be865ef4f46b70f4d07b5ce0a,205969561be9a4c5f09f0e261731decaf5e9cb97816cf02699497282b31385f2,205969561be9a4c5f09f0e261731decaf5e9cb97816cf02699497282b31385f2,preserve,0.0,104,84,1562,1292,1594,1361,1458,1208,0.9924999999999999
669,6de86e6931e31b6bb56dfebaf602dcc6ed1b5e9334f4765eda7768b0594fac16,25bbf9fe653be69c6f227a716203ee9b870223160a1b53ee42d898456951c963,fb47ddc83c2a0f6a070d31e6230615fd87f2ef240d1114b6671156e2f610728c,fb47ddc83c2a0f6a070d31e6230615fd87f2ef240d1114b6671156e2f610728c,preserve,0.0,124,102,1552,1287,1594,1361,1428,1185,0.9924999999999999
670,003d59b198f5d058bde478e71a7111d72f4d3fd0dc1c212f9ddf9201c8371d23,4107ddd9b43bc1bf672d51227368d9155552ce336f5fae8bb27e2fba29273555,433efcd0d46b3c1645f9b017cfce60333e8b74ef17618f5cfceceadd18c91862,433efcd0d46b3c1645f9b017cfce60333e8b74ef17618f5cfceceadd18c91862,preserve,0.0,116,90,1554,1283,1594,1361,1438,1193,0.9924999999999999
671,176fcd4be2ce9752d6df074e723a07f1e66dad03c2b742172a540e382baded03,427e9c44129cb148a6e2abebb4c12644a5060a805180bdb91779a48ac3a29b73,4874f4bde4344211c6cc430b03d493b72b9d5a7e6596dc1904e294f534e08e53,4874f4bde4344211c6cc430b03d493b72b9d5a7e6596dc1904e294f534e08e53,preserve,0.0,119,108,1565,1285,1594,1361,1446,1177,0.9924999999999999
672,9f6f121f2400cbbede7a925b17f680d4596033f90cbb2b35ae66b8147d4abb7b,22d1bf705044be0f8f5f29b4cb8af0c40dc5400c7c79630ec09a2432c3c2e213,ff618e9c508ec722ffcc4f7e3469cfe23f5f1c12d1215b98a8ea29d42764bc5e,ff618e9c508ec722ffcc4f7e3469cfe23f5f1c12d1215b98a8ea29d42764bc5e,preserve,0.0,108,101,1549,1289,1594,1361,1441,1188,0.9924999999999999
673,e7068e84a34fa78eb581e2eeec3a709fab3b088aaeaba0272e890b574ab4b18d,6c5537b8be77ecc29252e8de48a84762a57d63f5cf8cfc614b16fe9673512277,d22d86cae65cd3799d2faf9356e12e92284d40945970fad8dab129412443a195,d22d86cae65cd3799d2faf9356e12e92284d40945970fad8dab129412443a195,preserve,0.0,127,95,1563,1277,1594,1361,1436,1182,0.9924999999999999
674,7bc879ed26edfbfa7fccf3f6d637efd1019de802057b1f8c7cec802f9a7e0a76,2de9c82a56ddee5ebeeac2aa3df50acd66577a1ca9c2baf812a4c57c794f70e2,1c3031bbff4aa3e38e54ad2038e8e6debb8f7046c90f131d494df181c757471c,1c3031bbff4aa3e38e54ad2038e8e6debb8f7046c90f131d494df181c757471c,preserve,0.0,113,81,1564,1273,1594,1361,1451,1192,0.9924999999999999
675,2f52a579efc8e738c7175fe4cbefe178594a0b22afdd1e6ea0b8ec44c6c77cb2,4ce5a6b794cd1a68a6976483102d456067be875965880aa67a2b6fd71f52e423,27ed53950c213f9531b3b6f9b33e496ff7ffad129f3c9852475f5a933f4b6db1,27ed53950c213f9531b3b6f9b33e496ff7ffad129f3c9852475f5a933f4b6db1,preserve,0.0,119,96,1494,1243,1546,1361,1375,1147,0.985
676,68c904836af4daa7e729897c31df56683916afcc3200313d67787ac90df81645,10b5155e3af98dadfa43c2e730f655d6ac52b8c70e3fd067ebdcbe826455564a,96651bc2da7ed06ee9d61ce1c973f1db97a3781dfa3bb421878b8cf804ad1d1d,96651bc2da7ed06ee9d61ce1c973f1db97a3781dfa3bb421878b8cf804ad1d1d,preserve,0.0,37,6,1177,1358,1189,1361,1140,1352,0.9775
677,f2f98e1527bbffc09a0bf7c708ae1c48fd3f100d698dc104add8dc32985de560,90a47461edda4d547918a8624f9892da3da3691d72983a3bc675da8e321ea611,f1c2be2a67403b1874d6005151707d84389e6d2f27837a627fe7099b31173552,f1c2be2a67403b1874d6005151707d84389e6d2f27837a627fe7099b31173552,preserve,0.0,47,49,1029,1357,1036,1361,982,1308,1.0
678,73a732e6eb093ba28b8109c3e9527c055e81685d8f5ec1deb394c5f9ce2fc93b,b86059c115260eba08f202a5aa3ce848dfc4ee499f0ea9a4946bc2448cc3d52d,42c1513e7d71b45052b556b33a95aeb0bdda5d9e15f4f5dc3d3840f0599771a7,42c1513e7d71b45052b556b33a95aeb0bdda5d9e15f4f5dc3d3840f0599771a7,preserve,0.0,67,50,1499,1339,1594,1361,1432,1289,0.985
679,a41974ba2f7ede4f89d9910160bee8b86e5194a31062d44fe4658976ee5c2b5a,1fc80288c68cac0ca1776c842574b00a620cd7dbc92f10fe8f12174eb081b769,7ce9b319f54f31a04f82907039aebbaf1c520f7e34d86124fc4f0a16080e97a9,7ce9b319f54f31a04f82907039aebbaf1c520f7e34d86124fc4f0a16080e97a9,preserve,0.0,1,44,1456,1320,1498,1361,1455,1276,0.9924999999999999
680,ec32e0ad886f2f604c4649383e76327b726cb797e0336ca66801d64ef57692bf,1617e3dfd5399226fe63bff5bfdd5e5f3dc9cd172006a3c3dc41beca08b56f42,248d6199feabb09524b29e1b0139d3ccf993b4eca374dd09b527739c2c61e7d5,248d6199feabb09524b29e1b0139d3ccf993b4eca374dd09b527739c2c61e7d5,preserve,0.0,53,41,1502,1335,1546,1361,1449,1294,1.0
681,446757f2bc084bab45599b28e772f12972cd441bed58e9f8207c4edc1454f8fa,8b2b83be605bf4f4f2dbfdba33cbb3cf6cd563afa3a0ce87537ba356c9078e0b,02852b22a6b33c16484f3e8f2a37f00a24023c8feffebd54abb40b0c5f46f533,02852b22a6b33c16484f3e8f2a37f00a24023c8feffebd54abb40b0c5f46f533,preserve,0.0,9,67,1401,1294,1422,1361,1392,1227,0.9924999999999999
682,298b4c3fb9e082b059c4ec717dd06d080b815267186f23673382430b2133d915,63e2818c653e50ec9565fdd9f24f2c18c64b9607318ce6c43b4ecdab141627fb,24db26eda1dad01d5547d7447bcf524d6a8f9a4bbc603510a1272cd7810bf3b3,24db26eda1dad01d5547d7447bcf524d6a8f9a4bbc603510a1272cd7810bf3b3,preserve,0.0,46,83,1411,1297,1428,1361,1365,1214,1.0
683,200324c42ef3adb89abe7b0f98215d6b1dfba2813acf0ce394908c91af4d82d0,752e7641924186ce77422fe7f746135a0e0a718cc1cbddecba04e188d5527c60,918764658b1bc4a7737633b76974c6180eb0a5ecc822be12bee67fbaae0a6cbd,918764658b1bc4a7737633b76974c6180eb0a5ecc822be12bee67fbaae0a6cbd,preserve,0.0,66,29,1504,1315,1535,1361,1438,1286,1.0
684,bb1ec265692e9ad76a633ccb99f44a9d4bc71b76f6a56cbc2c990da68832281e,c077b4a24503ff79b576bf102708ed8bc29d26623482acfe582d6ca37719556c,f550ccfe386a6744dd56392bd98ec55dfce66fc76c803c29c9bf14a078a9e04c,f550ccfe386a6744dd56392bd98ec55dfce66fc76c803c29c9bf14a078a9e04c,preserve,0.0,72,80,1429,1303,1482,1361,1357,1223,0.9924999999999999
685,75ba211cc274af0fd1d275c7d584ddee5df50d591a21d7e7eb449bd541a50939,dcccf867e828ff190c72d68a285ccf5dad01cc140a4f6fff6623f3ac1bd9dc57,256d0b52c0e41c4180171b6784e4608e7d840f78df6801b58c5731f731be9416,256d0b52c0e41c4180171b6784e4608e7d840f78df6801b58c5731f731be9416,preserve,0.0,42,70,1396,1289,1460,1361,1354,1219,0.9924999999999999
686,127f608eef08bb5632ca5b01dc392aef224ca042bbf4b2110bd9cf731fcfcf1e,13279e38d52d45694b7e64cfe17e826ad4fd87eff314ba64faa0c51b797dbdcb,ba11c6f3165142dc61f6ce4696c2046d1d9dcbe2a800496fb7fe1b48fe3d38de,ba11c6f3165142dc61f6ce4696c2046d1d9dcbe2a800496fb7fe1b48fe3d38de,preserve,0.0,62,33,1515,1334,1546,1361,1453,1301,1.0
687,b6338aa2f4f43cd695dd4b97727c14240d5ed6ad912f554b2eca031fb6694340,123ad619cfd0f66b17abbe0c414cfe6617939ca7f499be43e50ffec47f9b28cd,a524cf62cda4afa6d2fd277b8865f28f3e2bef65330e7945a5f56221d894176b,a524cf62cda4afa6d2fd277b8865f28f3e2bef65330e7945a5f56221d894176b,preserve,0.0,55,38,1498,1334,1546,1361,1443,1296,0.9924999999999999
688,3188cdbb81dfce7550a95abaacde745bd3b521fa03d9da458aa9645da5f15458,476d6c6aeb65bf148a45bcb29b8652846501ea3547c3bfe3a9674d0cc2f987e0,712cc1d69c2f2969c20ff4068228d0c5399ff51bd46b5b6b3d5e8e8e7659a034,712cc1d69c2f2969c20ff4068228d0c5399ff51bd46b5b6b3d5e8e8e7659a034,preserve,0.0,37,57,1466,1332,1488,1361,1429,1275,0.9924999999999999
689,514a63fe7f71a7d789c5114cb8f06d761d906b2803989fc52a51a0aeee44ed04,da9700216bc01e23c8b8455f0f2464091f8dfbbca308f386ee9d9e3f6b1a4546,f633555b9d47004011cfa722f1fc7d3c1431fe9e970909a385a00d468d8daa6e,f633555b9d47004011cfa722f1fc7d3c1431fe9e970909a385a00d468d8daa6e,preserve,0.0,22,37,1479,1336,1498,1361,1457,1299,0.9924999999999999
690,f6b09b76f5909c8e4e578bf0fe393222ff85ece6585771e25d107a69efbcaa2e,fa6f4d8dc2296ca2f88760af0fae419bec430f7eab47025bf48035d77893570a,a8faa578cb6eee560870161000cc86707a14c261da2aecc84a03e405c2d5ff7a,a8faa578cb6eee560870161000cc86707a14c261da2aecc84a03e405c2d5ff7a,preserve,0.0,44,32,1494,1339,1546,1361,1450,1307,1.0
691,0e690ddd455d5a28652489c4197934942e76fb87925287cf18fc65bb225a726a,5a2cc7c43e88bc0cc187c760e81d66973b9b2e90b100d4042ae314fafdce45d9,ba87e26041512673d05ad862eba6c2277f660ba7738757ae978166e48280ef3c,ba87e26041512673d05ad862eba6c2277f660ba7738757ae978166e48280ef3c,preserve,0.0,46,77,1420,1301,1483,1361,1374,1224,1.0
692,bf787533dd6a4ad2789f329b887988c8e8ec1e30553f2ab3dda26b55a6784f30,5ff80b7540f67d14b65bbb3ef2c84ca426cc6e3556c29132e5a8a42f06c74edd,7f5cb6e0351fd3de607d0fe75fddd7c713cc87164ad7c28d0c83698f92d786c9,7f5cb6e0351fd3de607d0fe75fddd7c713cc87164ad7c28d0c83698f92d786c9,preserve,0.0,82,74,1458,1302,1498,1361,1376,1228,1.0
693,9f097c5a98db025a66d09b1b5f3643ca6939eab632f53757c80ffa6ac525a88a,70d7cc0b1df4684071238e629e0cfbb63a8aa1c69b780c823eebc340d768f261,59ac5183ef282b3fcb179193643fe0f75226c48d37e012074aa9c4bf4b780baf,59ac5183ef282b3fcb179193643fe0f75226c48d37e012074aa9c4bf4b780baf,preserve,0.0,50,35,1498,1340,1546,1361,1448,1305,1.0
694,e7289b6a4b89526ac2e32875c41a77a9f605d9e04a06052f7838a38c24a7c9b8,8eab60d3834f79bf77c993e243ec0d782c2ca3c8835007eeb5c72a1e1d7eb9e4,e930d8b3ae8529e7236b4f998affba1298a6826c837fb544ce80ea07d6e891ba,e930d8b3ae8529e7236b4f998affba1298a6826c837fb544ce80ea07d6e891ba,preserve,0.0,62,75,1417,1300,1450,1361,1355,1225,1.0
695,08a2694a8702b24addabaeda197ab3e0756787d2e2a9b546a8ca9404672d8267,edf6e86906cabc5ef28ab330daf0b9e2b3fc1a968a5299501e3eba2f4a036779,0f7f43cb177dd95f7a43ffa69eb4fc223d30a8676f2b8c1de1f8865f36cd101c,0f7f43cb177dd95f7a43ffa69eb4fc223d30a8676f2b8c1de1f8865f36cd101c,preserve,0.0,49,38,1497,1337,1551,1361,1448,1299,1.0
696,46de9946507e5018fa26fd6287322de1e3ca0d34b64e7df0c794635aae392a2b,f05844093d2b074edaccee162486ad2b7c01901f47f2471b1312435d5e426804,a11ddfe65caf0b603dd37cd83d85c7d77974b7701379e7fd983f3444cbb75f13,a11ddfe65caf0b603dd37cd83d85c7d77974b7701379e7fd983f3444cbb75f13,preserve,0.0,85,66,1460,1298,1546,1361,1375,1232,1.0
697,1328a30e96d55b639467365ed3c8a71213878f06a735bc35a39827ac1fe40d4d,d5323fc289429f3deaca60621cc0116ecd8e9b88bc8dd76cdcb34e3b081bd7a6,b60ab96832104619f5de36898f364671c9bab40072f5c211364ebd75478262e4,b60ab96832104619f5de36898f364671c9bab40072f5c211364ebd75478262e4,preserve,0.0,58,73,1413,1295,1450,1361,1355,1222,0.9924999999999999
698,27f9f436a47da07192fd304648d38f934462c7ac0d7bd3d0331db18e12f0c5c9,63802d1f474741e279a512dd844a5f8d56e4416803f6660a98f6a9e1e3a4fbe1,2b3d50e672adfcc368429b2096cca1cb9d5b22d01023a00616bdda48c25fa553,2b3d50e672adfcc368429b2096cca1cb9d5b22d01023a00616bdda48c25fa553,preserve,0.0,55,68,1413,1292,1498,1361,1358,1224,1.0
699,a9d8d89701fe1c2718eeeb90d8114a1d8523267f8877d246c1ec2fd0397a9cdf,cd7f3bf8422d48ce3d9b236f048727d5b5a32487cda9138d6b13733b636fb5fb,257c6b511a0ec004326bf3a68372f5cf12b922ba9debdf40974c869d884bcd80,257c6b511a0ec004326bf3a68372f5cf12b922ba9debdf40974c869d884bcd80,preserve,0.0,60,47,1498,1338,1519,1361,1438,1291,0.9924999999999999
700,8638d09d165a3ef8abbef603d9e544de4f3b2bed62cbcecd1cdf7b064c50da19,256b406d3a14f3707fedeb687c44e40b912141b24268a5fbf550a1f9e96e6796,ddff7a3201a25e0e8563d091b889518f0fe29051ae722811b2e1d95a30bb0134,ddff7a3201a25e0e8563d091b889518f0fe29051ae722811b2e1d95a30bb0134,preserve,0.0,89,30,1521,1332,1594,1361,1432,1302,0.9924999999999999
701,d79631f136499f1432eaa490ca7983ae5981f1320096763648973ad7ec89f54b,5ed27e1dbcdb8332a906271f1472bf0a303e71330f0681d959d74a28747f8ec1,54d348d3049449e1911a70fe87da92d354c2f5410292b06b7cce0a492e0fa417,54d348d3049449e1911a70fe87da92d354c2f5410292b06b7cce0a492e0fa417,preserve,0.0,66,37,1507,1341,1546,1361,1441,1304,0.9924999999999999
702,28004a07880343a06ac1e24980bee2929adfd4abc6b4ef0be003f9f52919b6d9,1e9cd6bb710ff659053942ea4f7d9c9392fe7411403f6f510423126d69536a4d,6b4f6e96279cd6c2e22e00344a70d2df0312f183798d555343032031567feedd,6b4f6e96279cd6c2e22e00344a70d2df0312f183798d555343032031567feedd,preserve,0.0,90,37,1528,1337,1560,1361,1438,1300,1.0
703,5e63a652c20327137e8ed1d1413cbfbef9dcba90959a4690ddb791f047446f96,bf0709a348f202903bb302918b3a47adbd5b9d1e4d457063d96f0a2a79e58387,fa3e63f082f77dae0f3dfbf29318d703c3b224fb0003e4ad1916f94b7f7a03fa,fa3e63f082f77dae0f3dfbf29318d703c3b224fb0003e4ad1916f94b7f7a03fa,preserve,0.0,90,36,1524,1340,1594,1361,1434,1304,1.0
704,3d6d0c9f9183964abcbd9557d3a20997207f1ac1d86af8dd8a40a3e381260429,dc8d78516b086213b3203ec05c7a5c385c0d6614863162781f596c418d98fc00,317db84dccbacdfb40b47a762b0b04fabe271256a46d8a1442173b12040ce662,317db84dccbacdfb40b47a762b0b04fabe271256a46d8a1442173b12040ce662,preserve,0.0,68,73,1428,1302,1498,1361,1360,1229,1.0
705,3106493108c5fde06f37d3b7c5c0b55cef291bfe325b6dc857eb39147ea3e096,bb96210f77b95c3b732f9da7b5cb5584932b72b657dc822fa905deaddf3658a4,b702a2633a069c8701d367161ec77bbb237911f01adbfbaccad18203a58836de,b702a2633a069c8701d367161ec77bbb237911f01adbfbaccad18203a58836de,preserve,0.0,65,37,1504,1337,1546,1361,1439,1300,1.0
706,4aceafc81cf3cbe446b80cc4399ad4480b06d09a0abdd81a11c1332a1ced15ad,2011a6ebcea3926959d0981e6a135961f69c19f8c0370465dc612ea70203cf7d,f46baba5b9d6e3d4655f1106ad367178898cb096f9aa4c34e449f42bada04c6f,f46baba5b9d6e3d4655f1106ad367178898cb096f9aa4c34e449f42bada04c6f,preserve,0.0,60,80,1394,1285,1450,1361,1334,1205,1.0
707,331af1e66040de5b9b0dcc6c7904501e5da945adc04793ac38fd60866673962a,785b4548ffd5100527c3732416309929ff79dcc6d3c80e3bc70bbf17f576977b,e74bbb59091706010671322c3a99c37075e17bf6de130969876965d0123de1aa,e74bbb59091706010671322c3a99c37075e17bf6de130969876965d0123de1aa,preserve,0.0,69,38,1478,1312,1546,1361,1409,1274,1.0
708,1dce2c5e41a002536c89cbaf17603504d38b037e1d5f751e748293e1c2320cdb,371176ece5249f904f2c753f34ee9a65048bed57800ff77e6f9853b7dbac0a70,e706f78cf9f336e7de97b96fde7773dfce36deacafd0478e4658624c1916a1ae,e706f78cf9f336e7de97b96fde7773dfce36deacafd0478e4658624c1916a1ae,preserve,0.0,64,77,1415,1297,1450,1361,1351,1220,1.0
709,d8acca5375e2a774f76c2c6af3984a72ff5bf2663c5ca5ebc0b37fe3c5da385d,26dc518676dcd8cde42355014a0b14fe9f75bf50f18ebcd219d21ae1561ed245,acef4c381d048527d1b96061e2e2562fd7a526ebeded6ef9f1aedd8ef8b22e5e,acef4c381d048527d1b96061e2e2562fd7a526ebeded6ef9f1aedd8ef8b22e5e,preserve,0.0,70,76,1426,1297,1498,1361,1356,1221,1.0
710,534abe0ba5c1c92b5a3ef856868b89ef5d71ceea0c28f864661d43b19b3855a9,2201fc3d5c2e2de390a7234bcbc96717ef998c27ba93520a725b51106013a63e,f55718f10bc2b2271d9e3f265c6826fb75e813ec512cf69572c2cdb1ee6e05a5,f55718f10bc2b2271d9e3f265c6826fb75e813ec512cf69572c2cdb1ee6e05a5,preserve,0.0,57,38,1499,1337,1546,1361,1442,1299,1.0
711,3b0bf71ac1e7e8f1a1a8bdcdc2aa3b6ae9fadfb0a7453dd26df6d62889c59441,d5ff6f4a61087a6a2b9c68357b88800e82987c9f33f7dfe19c3de569d150e763,9906818b45787290464758a59221485148a590300de5cbbc185ffbfb0eb4fd13,9906818b45787290464758a59221485148a590300de5cbbc185ffbfb0eb4fd13,preserve,0.0,69,73,1410,1298,1498,1361,1341,1225,0.9924999999999999
712,ceb89a52a7aa10e20555a7ff0b4141679b09f5258684ed57665d561a98b9ff37,c912f35a0b8a9974eca988a3917352bf4a4074d2afd4cbf7934cbb1c026546c2,c775c66903ffa6343edea482d9974e7dccf8acbaa7d58a61d568d6bb2ba8d6b0,c775c66903ffa6343edea482d9974e7dccf8acbaa7d58a61d568d6bb2ba8d6b0,preserve,0.0,88,81,1419,1302,1498,1361,1331,1221,1.0
713,958be2d78cf71f4da45624370039ff9331e02cff28c7ff3026f9027427feb8b8,27589bd31e40d4eaa0034f44568d9a2e1ed4e2f279c1fb6bf81cf7adcb81422f,85735e1c296edaedf679681a0f93362d051c358cdca917a2883a725428317108,85735e1c296edaedf679681a0f93362d051c358cdca917a2883a725428317108,preserve,0.0,77,75,1415,1297,1484,1361,1338,1222,1.0
714,070473787e10d4ef5addb10f822dc52c22825d5ce04ab7a0b22bfe2c07150cdf,e598217a99cb95876eadd84f8e42c38af37cea120bb366d8845c53005a105937,67d63f12a85b5b5af3e4be1191acddd1fb4a258bb78c7a7ae4d24b2f379fcfd7,67d63f12a85b5b5af3e4be1191acddd1fb4a258bb78c7a7ae4d24b2f379fcfd7,preserve,0.0,83,31,1507,1333,1546,1361,1424,1302,1.0
715,fa8e8ae3eb0229944547709f5b2bcfa6869ed657f8efa1681444cd8c04813672,62839b235e5486e3585373d71d48859677f7ffcba09bed81f82ae6a3dac75f45,ca0b6661efc9c8262bf67ecfc56b780f4ede061d94a4e839dd245594037a1902,ca0b6661efc9c8262bf67ecfc56b780f4ede061d94a4e839dd245594037a1902,preserve,0.0,96,75,1432,1300,1498,1361,1336,1225,0.9924999999999999
716,623a1db3f2ee2905453dcaa8f002fee071632439e4d692c3f3902168690467f6,9bcd8a72b749ec5b80ef8595fef68c0d97986e7c8f896dfd3669b95917184034,d3a3d64768050cfc5ab566e065a1cd69a55913857c27c26988676ac4e0017e94,d3a3d64768050cfc5ab566e065a1cd69a55913857c27c26988676ac4e0017e94,preserve,0.0,70,31,1494,1333,1546,1361,1424,1302,1.0
717,3a7875b1917d8ffa77bd103779a73dec1e2ba700402906afae1611dcfe607dd9,c1295033d92b8bbf6e029efc7689635341b6d0ba188821e757cbd723e041b753,9e8906e0c10ac19b77e5b1cc8617ad691f6913acc20caac3a96a9602e7d379a8,9e8906e0c10ac19b77e5b1cc8617ad691f6913acc20caac3a96a9602e7d379a8,preserve,0.0,81,90,1408,1303,1450,1361,1327,1213,0.9924999999999999
718,db24d482c1bc6f35fc912982e5e7c76cd843d2ce3642500377319bbb5fede995,5696f4495db6c2eb76ecd2996177d56e5f366c9032818511867e8f9d758a3ee6,73a412d544dc026f3cc8e2c744495db696d3cbf0dd4ca2575a140773ceca1ee4,73a412d544dc026f3cc8e2c744495db696d3cbf0dd4ca2575a140773ceca1ee4,preserve,0.0,88,29,1514,1330,1568,1361,1426,1301,1.0
719,39f5ddb76ed15b2fac2e5fa7d9dc9b4e27ce97867ffe8163b1a3fdcf3fb05a3c,15f2b4f972568b7e6d6d8448ec5ca455f6ef217d4a7fd4440c387db305bb5a3d,bedf33946dc71d5c14cc6ab04ae8ebbbbd8fe65b1a7bd510d90bf436ffaec773,bedf33946dc71d5c14cc6ab04ae8ebbbbd8fe65b1a7bd510d90bf436ffaec773,preserve,0.0,92,81,1423,1301,1498,1361,1331,1220,1.0
720,ddf9ce834b8369ffb122a5a4a6c8a3a963785422539f8a2d9fbbe0560709c700,444842a7027a28af92b913825f868d05592c2b21da813f0c81c5339555cc6d69,ac89cc27bfecbe64c381cf0374793f48989fd244957d32d5d454e785aba63754,ac89cc27bfecbe64c381cf0374793f48989fd244957d32d5d454e785aba63754,preserve,0.0,77,84,1414,1309,1473,1361,1337,1225,1.0
721,a495bd8ed566c1914c51b4843d1c16861fa92053eff77c8b52cf63d9b9a733eb,816f47990c8871cb27679c1ef6056e1c1b1d8ee8a6117eb2a8d7380931add0c0,13a202989148f19041a4f88c4ca1412e41bf2ec322969c70cfcb012ac91b769c,13a202989148f19041a4f88c4ca1412e41bf2ec322969c70cfcb012ac91b769c,preserve,0.0,91,81,1430,1306,1498,1361,1339,1225,0.9924999999999999
722,865b614b1c863b6aadfe0fa8096a7d86ebcae87e3b2e64b4bd1cc820c7827895,d70cce067820e1dbd4381fef3beff59591be833bbb91a4ed24ee6571034e8b9c,f6d668d06175aa4d52de6f2e87401efce93869e4ec0537623ce2edc5f1b00f80,f6d668d06175aa4d52de6f2e87401efce93869e4ec0537623ce2edc5f1b00f80,preserve,0.0,78,81,1418,1304,1498,1361,1340,1223,1.0
723,91fe007b4415638a53bab85b8844c39f2403c697d73a6b5fd47d16b3e81ea74b,2808fd6cfefd9cfb653f274bc68377699694730a41232b3ea3263c532cf9b9e1,d15857c5c6f7ec97d0c9633f2e7818de1d06d18e4ed3efdb4fca902d8f3a80e5,d15857c5c6f7ec97d0c9633f2e7818de1d06d18e4ed3efdb4fca902d8f3a80e5,preserve,0.0,100,75,1418,1285,1498,1361,1318,1210,0.9924999999999999
724,343c3bb3aa9622847e4b34f4934592215b2c8afe8595b235e936064d10d69493,f9391eb5edd55e12b22da992fac7aecb7f5f0eb703f97fa9bc5fef868fd72669,d2615621f873a82de28e5b1854aba463cc9153ecb5918fc769677fa71241b816,d2615621f873a82de28e5b1854aba463cc9153ecb5918fc769677fa71241b816,preserve,0.0,112,77,1422,1281,1498,1361,1310,1204,0.9924999999999999
725,ef5cc43713af5da329a93d0188328a03a514c504b4b20147ddf60193dc6a52b6,65604c457a8be37184015912aeaaaf5c9eecc7c75fe04f9ae7b0417e5da03c54,db2c0727a11717be44cad2a437532faa95e1d34ff06710f60803bc618d2d5f89,db2c0727a11717be44cad2a437532faa95e1d34ff06710f60803bc618d2d5f89,preserve,0.0,95,79,1423,1304,1498,1361,1328,1225,0.9924999999999999
726,0f584676cfc2e9456f59c25e4d1686d0e53c12321cd92b5b60f85e211915a295,2336009587abb046f289fe346937aa94ccd6535767588818671289292518db27,968138f21a1c1b58bcf0624f787ea7ec95bf82b67ce5f0a14a5484764403ad6f,968138f21a1c1b58bcf0624f787ea7ec95bf82b67ce5f0a14a5484764403ad6f,preserve,0.0,120,50,1456,1278,1546,1361,1336,1228,0.9924999999999999
727,5ada870f93e884ee50c3fc8ce933cfe8e610f3e875a8ce6efdeb98f25d16b4ef,c653d26d770b001978386f85eb0bc523e5d6bf49514fe7a42a6938d36bbe2b75,cdd51a6a8ad9abd25b2f1cda09177c6bccbbd40534344a61d5a52031d2bd567a,cdd51a6a8ad9abd25b2f1cda09177c6bccbbd40534344a61d5a52031d2bd567a,preserve,0.0,132,91,1457,1307,1594,1361,1325,1216,0.9924999999999999
728,7446bc76d2bccff0ec0b3ba48c838bb6c76ecfba36e07496472b3a6f7aaf3c38,a2d0877aa56dec80de946c0416cf2a710a210440a68a412155d27f515212e75d,9a32f8450f01c64f14e4a6b1c1e5f77f63798c08e360330394b843ee8f6f1b09,9a32f8450f01c64f14e4a6b1c1e5f77f63798c08e360330394b843ee8f6f1b09,preserve,0.0,122,85,1451,1305,1594,1361,1329,1220,0.9924999999999999
729,5e8413fae950b15ffa56a6e825eb4889d2a6acbd73ceea3be282b83fb6fcfd04,384e1f49f2026aee85926bf110fb6092703111143060ed7d8ae12d46bfb489b9,0f29e378f5cd1b266c9bf0232526ebbee226c045f26626e0903a16129d264dc0,0f29e378f5cd1b266c9bf0232526ebbee226c045f26626e0903a16129d264dc0,preserve,0.0,130,85,1457,1298,1594,1361,1327,1213,0.9924999999999999
730,6af2f6c94b72e38cf5d56425c689c991983846cce38b57b5f0e0762119597e28,30f9d86ffbf25dadfa8b563c3777de8435d5b00c9eec74f4595eb01e70569ca5,5925e8ee776431687259478466c72301cdcbd70a1a2f254c156a441b36f1c4cb,5925e8ee776431687259478466c72301cdcbd70a1a2f254c156a441b36f1c4cb,preserve,0.0,131,30,1553,1330,1690,1361,1422,1300,0.9924999999999999
731,d1445c04051b872d7665f1e676f412a53da643b1078fb139eceea9e87cbd1a77,50936562dd9d43e56b410a0a82842ccecf1876e5b50fcea508bf8df588113dc3,3739fb8e128078ed14b542a6e1d357109e1d831328b4ae35f54aff87d042bbe1,3739fb8e128078ed14b542a6e1d357109e1d831328b4ae35f54aff87d042bbe1,preserve,0.0,120,91,1453,1303,1594,1361,1333,1212,0.9924999999999999
