global_ordinal,source_sha256,output_sha256,output_pixel_sha256,base_crop_pixel_sha256,transform_decision,deskew_correction_degrees,crop_left,crop_top,crop_right_exclusive,crop_bottom_exclusive,source_width,source_height,output_width,output_height,detector_confidence
732,f22a09a68d4bf38faf994cb1ff57b08b31664be9d693b047d9860e895abe4ddd,e7eb65c4e6d17336ae35a063686c9e69c9a18bac38a902f5a290a5c8ea7c554b,ed5cc01f84ec8213b9c677ada4a3e06c9116bf9b5b2cc2117d32c096ba029d35,ed5cc01f84ec8213b9c677ada4a3e06c9116bf9b5b2cc2117d32c096ba029d35,preserve,0.0,119,89,1449,1294,1594,1361,1330,1205,0.9924999999999999
733,e52eeccae9033d722becededb4c82884685966ae5dc3af7027873479a71e7d0e,3afae9c38c6b82b4d5447cb578f419ee9ecc00491bec67183eb85cd598e0c4e5,ea4574ef0cf06c51ff29198450d39fba275dc8bba918a533bf79a4d94945443c,ea4574ef0cf06c51ff29198450d39fba275dc8bba918a533bf79a4d94945443c,preserve,0.0,75,86,1441,1332,1546,1361,1366,1246,1.0
734,b4c1c79bf357a9114bafd24273f51bd23851a0b5870ee92cbd5043726264fa51,40bc4bf16dbcfd6054a203f794a23009a4708768538c3d9760cb78dd9a78fb63,3bb332a4ff1fc03897f1cab3f637192dc154233d59c53bed5d832ca3a8568b77,3bb332a4ff1fc03897f1cab3f637192dc154233d59c53bed5d832ca3a8568b77,preserve,0.0,99,83,1434,1301,1546,1361,1335,1218,1.0
735,95f03b0eb408eb6eba0cd6ca8071f4e0ca3dd5c618d0980061ce83ad3e46147e,f678768ef600f4f2c453d26ac540c92549795ebf1f9629eacf3291e5cc36a5d8,cc5e5cca7df7b741f6ee343d5e233bb30644b243cf647b2862ff75bcba60993a,cc5e5cca7df7b741f6ee343d5e233bb30644b243cf647b2862ff75bcba60993a,preserve,0.0,72,84,1411,1301,1546,1361,1339,1217,1.0
736,baae16c18959217f917a50d4b20cbc7437feca946a328f8682756350ba19b3d7,259d50b95c0c0c5b50c3e47e8e998a91db3ec70874b78da077fede3aba1dd0e0,02f5871095dc21ebb382ba215e4ef5488ccd68b565e1cf7bd5d61200392813a7,02f5871095dc21ebb382ba215e4ef5488ccd68b565e1cf7bd5d61200392813a7,preserve,0.0,101,84,1432,1304,1546,1361,1331,1220,0.9924999999999999
737,23e2421084b95dbdc4e81a770855f43609f11295d0585228836e76a6113a9e87,8d903603958bc220c9603c2580c09b57d758f90c03b00624ed2d598b171ab6af,876ca4a576bd5e5878ca9641defa8bab8fc51ddd1a473a8f8ff5eebc8e963c4a,876ca4a576bd5e5878ca9641defa8bab8fc51ddd1a473a8f8ff5eebc8e963c4a,preserve,0.0,99,27,1529,1331,1642,1361,1430,1304,0.9924999999999999
738,4d23107663f132f724e7c610bd5282d4ae81226393b3d97eae0004c5e599f111,699f49ef9ed7205c69e033e9f9421ab9ce11aafa76f24bae5874589041f49172,862005ac9b02c42659c1d8611c14f9acae0b82901a7a29f84c1dc5c4776b9201,862005ac9b02c42659c1d8611c14f9acae0b82901a7a29f84c1dc5c4776b9201,preserve,0.0,114,82,1456,1303,1546,1361,1342,1221,1.0
739,bc5cc78fae20a4ab549a9b5c1cf217c606d9d30e51d1200d135cef2cf7f6b76d,0ad032a1ccf39d6c4b5a9e305f044f9f4454e1520c03edf43983db605f54c670,f4712a3bbec084cb1ec6f4b7ff87947145c64920e161e85be5337806e2633d55,f4712a3bbec084cb1ec6f4b7ff87947145c64920e161e85be5337806e2633d55,preserve,0.0,119,84,1447,1298,1546,1361,1328,1214,0.9924999999999999
740,aec9cdf03c221ca19ebfd35c4cea5cd0e51495bfa999008ff922a36c80219cd3,5fcb83988285d749713d77d2f32828e2c76fbd92bc06fe2374a4a654a24103ea,40d24650feb72c3788fb1ddcb8fe45ffdac7b6ac6ffddac13497f72e5512849e,40d24650feb72c3788fb1ddcb8fe45ffdac7b6ac6ffddac13497f72e5512849e,preserve,0.0,122,85,1457,1300,1594,1361,1335,1215,0.9924999999999999
741,a73b17e79eaaa1546b14c70747abd3afd3c3d45ba78cc0fa34df0e39e61c066c,b258d395c71ec78332a775767963286fb95e539f8eb1975603a1d869728ec7a8,877dc74127dae56e5f153eb460cd2f0436987b8352d6d15812ae85fab7b22c4a,877dc74127dae56e5f153eb460cd2f0436987b8352d6d15812ae85fab7b22c4a,preserve,0.0,121,83,1457,1298,1594,1361,1336,1215,0.9924999999999999
742,77056839afac7539058ca4b32add7e54c2e64e4e33b51794a1951f8997bbb301,29a86a9a148e8b6d8be24ad544a0551f8b08ce5e8498fc7552b0c29650fe2ae1,1ed51d48335a3c500ae3f967a1d4fdc3fa4d4be2e75678cd73a301060bc410d4,1ed51d48335a3c500ae3f967a1d4fdc3fa4d4be2e75678cd73a301060bc410d4,preserve,0.0,115,87,1449,1296,1594,1361,1334,1209,0.9924999999999999
743,5268c37b096c04a1d8aeb9248380f906aa9bbe502522f87eaff49dca04fe1247,b017116df2361225e5bb9d0374eaa2229bccc2b9455cf91865e5aec917c78c65,66f0d163162e6a782a90b7e72b0c41845e0f36a2dc02fcc5f2d399c811495ff3,66f0d163162e6a782a90b7e72b0c41845e0f36a2dc02fcc5f2d399c811495ff3,preserve,0.0,111,30,1507,1290,1642,1361,1396,1260,0.9924999999999999
744,5c01f6f7d35ddf6a6a1efa1d51df7a393c428271ee1797624a203ded10e133ba,ea216f7d01e2f095efa776aabe71b96bb39c896a394a8e97f25672e66c19537c,0c82069b96cf8b103751563ae0e4add9b0f72e4baef4d9bb26c46488d7dba84f,0c82069b96cf8b103751563ae0e4add9b0f72e4baef4d9bb26c46488d7dba84f,preserve,0.0,109,79,1452,1300,1546,1361,1343,1221,0.9924999999999999
745,ad733421e8ccd568b44cb7bba37e6e1b6922022826287c0afcb9d839de2390ab,2263382b66516eebd955cf006c6ae78d16ba0060628af926039f2154e72ab785,e3eacb12d09cf0a530f6411bd8806c1418dc9800216ffa9570989d9732edea2a,e3eacb12d09cf0a530f6411bd8806c1418dc9800216ffa9570989d9732edea2a,preserve,0.0,108,80,1448,1298,1546,1361,1340,1218,0.9924999999999999
746,9a5bdd79f8c352123dbed4ee216c26686aebb361b0e4e14905e2c8d9c0e56b91,bcf96557f60a3cf31db323fa7dced6df04eefbd90f4c5179caaed1e43fde4edf,290abbad54b46bdd23f3ce8938ef863029bd3fd1f644941b5b676e203c769165,290abbad54b46bdd23f3ce8938ef863029bd3fd1f644941b5b676e203c769165,preserve,0.0,94,82,1438,1310,1546,1361,1344,1228,1.0
747,396eb13a4f3d79580145b71a1d6571387aa0ba9bab29efad0c28bd9419fb5d82,2257587550ebdc00604ffd88e2cb196c0668924c8879f99b2c59060404bbe89f,b8672a26a6d565abf283333fa1e9c2459d9caf3f79b5bbf31a6e79a6b1fe250e,b8672a26a6d565abf283333fa1e9c2459d9caf3f79b5bbf31a6e79a6b1fe250e,preserve,0.0,105,83,1443,1303,1594,1361,1338,1220,0.9924999999999999
748,13feb7e29889ac2897a80a3af90a1ba074a082b915173fd11ade70cb5223fa89,67ece2e0eeb4b140b100b0650fbaa60dacac1a55cf1cff8e1838a138e940b615,9532d08045dd53040f4d3f35084cddd1f91664880b352c9ac8dff260e8505be5,9532d08045dd53040f4d3f35084cddd1f91664880b352c9ac8dff260e8505be5,preserve,0.0,109,83,1449,1303,1594,1361,1340,1220,0.9924999999999999
749,79dab6ad77ff75d7d12f1e443278778abf501a7e6ca26bf269da952147174258,3332955af43d4c5a8ed3255a6213b8d1cf4b9e01231004f655542a65f3646440,9e2381986e260be6d5b65037c8e11563b0bd8101191c1ce31f9ab40270bc6fcd,9e2381986e260be6d5b65037c8e11563b0bd8101191c1ce31f9ab40270bc6fcd,preserve,0.0,113,76,1459,1295,1594,1361,1346,1219,0.9924999999999999
750,c55e42b27c44101be0a21065fbe60fe8f8ab2f697b111c6898aaa365400b3933,899c084a6fc4bb9c56427588d97091c83a5bc9d3617e878d31b31a2cdbd616c8,1817519641daf0dc4aed06dc1f4436bf014ce5a393a457755b79b6e3a6d3379e,1817519641daf0dc4aed06dc1f4436bf014ce5a393a457755b79b6e3a6d3379e,preserve,0.0,117,27,1567,1333,1690,1361,1450,1306,0.9924999999999999
751,33659b9f14dc8c98254198decbacd709826ba82065755d0a0c2d8ae376e3ab1e,a782bee623419f9a4d17b5b921aa5aa72d538e5c40b6ca8e0f4ad528530ba8b3,d6ebfe941f573d61df954f34fcc50dd791e58b353fff89fcdc8bc4ea8a11ee5a,d6ebfe941f573d61df954f34fcc50dd791e58b353fff89fcdc8bc4ea8a11ee5a,preserve,0.0,111,85,1453,1306,1594,1361,1342,1221,0.9924999999999999
752,e59f9284fde7a86680c4e737f93230e33361506934935a7b34846bc91c6b2cb5,b1b4e7d41dd6a5c9a23811897ba462f77b6564bcf7576b4a5a732a4f7222a069,bfc445a207add1506268a70236cca44f02edaa3330d0834c6ac2bebe84a79ed9,bfc445a207add1506268a70236cca44f02edaa3330d0834c6ac2bebe84a79ed9,preserve,0.0,127,85,1466,1300,1594,1361,1339,1215,0.9924999999999999
753,fe83a0a59ec00b6d9be89d4fde4801ccb79cbcecac03460a5d607b4d0473044e,9c2202c920f38852360d5d638b82d3ce1c9ffa363f079744755a83bd35cc3b5d,7947e8a137721bb198ccdf9cc69258df5c04ccd74233e0ae0ce44db95f79e5c0,7947e8a137721bb198ccdf9cc69258df5c04ccd74233e0ae0ce44db95f79e5c0,preserve,0.0,117,81,1470,1302,1594,1361,1353,1221,1.0
754,bd1aeea9bc2a76db9f8edca3409c46523d20f64011335a0a92f78b46e844d389,60b57fa1161c521e757e8ea6e08b6a194bb638470d626c8fbe7cd553aafc86d9,0514783130c7e16dbc043acd45968730c47d8452f5d90b828983b6b6e0e8ac95,0514783130c7e16dbc043acd45968730c47d8452f5d90b828983b6b6e0e8ac95,preserve,0.0,116,81,1461,1304,1546,1361,1345,1223,0.9924999999999999
755,2a5ee44b8888dc6d51e048e1e6e3e4dd6ef124daa0970d02787a817910f2ac1d,846a3107ad1cb3b56f367cd2ae2bebe369a6a4613792ba39790ce5e3246bb811,6844ccd8fa85d1dbd102066291a125d3b64f29ab5b2be01f051f69caa6279580,6844ccd8fa85d1dbd102066291a125d3b64f29ab5b2be01f051f69caa6279580,preserve,0.0,97,31,1529,1335,1642,1361,1432,1304,0.9924999999999999
756,0a4ef034e6da99590d1359c782148e53987b5629f0c4822d33200e0955c395c9,b879fbe72ad0e2058e378807284beaab4344a001752797982cb607d41c959bfe,b2747817b3c3eb2befdd53262e64750c148ac2379636ecf08cd69c7bd93ae852,b2747817b3c3eb2befdd53262e64750c148ac2379636ecf08cd69c7bd93ae852,preserve,0.0,100,31,1541,1337,1642,1361,1441,1306,0.9924999999999999
757,a63011fa42494946705e2c7318617ca2cc2b4105014b57fa791aa88b04d13e89,d952f604d514b3796cc03ab14d1257dff9e860178cf6a6e3ea92e04c224dc07b,63c2d71eaf90f13bb623318d81f9d1c14d69de16b1952927c08e7843a2836213,63c2d71eaf90f13bb623318d81f9d1c14d69de16b1952927c08e7843a2836213,preserve,0.0,115,81,1455,1290,1594,1361,1340,1209,0.9924999999999999
758,5a1ceac4a4db3dc0d4d8e7dcd075eed3545338a8c1b91a258b05f63c4d3170e8,7e1a1809dd2a37f059481d05c212580ea78e2da21d2a7436657df940290c4a3a,24c5d26e26b0562711fa230f04ff461a6ba18a7765cd16d22e825bc8da182ff2,24c5d26e26b0562711fa230f04ff461a6ba18a7765cd16d22e825bc8da182ff2,preserve,0.0,105,81,1451,1302,1546,1361,1346,1221,0.9924999999999999
759,ee687c7155970eea5566e7587a70b38fd0a787a625211af337fa00de82777495,5e6aa61df180f6cf28f9a852448f02d1c971f3fae83c34a41e37c664b299f8c5,d1a38e37f857c14a335000c0f0e11a0843782524102c7c2ea42e4d256adb13e8,d1a38e37f857c14a335000c0f0e11a0843782524102c7c2ea42e4d256adb13e8,preserve,0.0,124,79,1505,1332,1642,1361,1381,1253,0.9924999999999999
760,6063a5f963a674701d5cdbe80edccf86856cdd6449321a9ee6cbac73ad9c48fe,14578ce6509e1c1eff5b4afb0e867c9883a78752fef7685939144452969eeb57,27b39a7f6a85924ed376225c3f4fd9b9b59e6a8403383a127eea2c3efe97982a,27b39a7f6a85924ed376225c3f4fd9b9b59e6a8403383a127eea2c3efe97982a,preserve,0.0,98,79,1449,1306,1546,1361,1351,1227,0.9924999999999999
761,760364ed7e975b2902f0e0ba09be179e03381fb567431f3f2de9f3a286fb4c44,2702fe5ee61fb8e6bb5088b39cd55698a769c1cb2f168f83862924168fe7c0b0,4b5622cec309b32d0032a384c4c711e576a2b4591564bf1d2134137346a30e83,4b5622cec309b32d0032a384c4c711e576a2b4591564bf1d2134137346a30e83,preserve,0.0,125,83,1466,1294,1594,1361,1341,1211,0.9924999999999999
762,18849b125f88797adc707f2c522de864f9d59695826bf73d090f80b17afb62de,80c4c1794047f488c9325271d4a9fec726099c09d2197b0038577fe4073a366e,55bdaf24f57173fd4f3615a5353228b4eae3c0c5af55c20d6383a00af7b9c63d,55bdaf24f57173fd4f3615a5353228b4eae3c0c5af55c20d6383a00af7b9c63d,preserve,0.0,96,82,1440,1300,1546,1361,1344,1218,1.0
763,40ece0e286f1dca9ef583d22f716321253a8445d9e1b56b866305acdb0ad979c,28bcbaa127b659097aa788b1e857ecfb4e715eb91d5882ba6608bc1d41e33ee1,054980fc676a6dc0b4f0c1f07a5ba7f5267681b2020eec198d125db8f735cd68,054980fc676a6dc0b4f0c1f07a5ba7f5267681b2020eec198d125db8f735cd68,preserve,0.0,121,85,1459,1300,1594,1361,1338,1215,0.9924999999999999
764,c5ea7da8d67e3f38bb7c77ae654b25fd41e3039fe8b6aabd203c7cc5bcea37ad,fa61c18c63fe13b56262b9d3f9d7348ac3d31265d6d069f445e3ff00ec0a51e9,e0fdb43bebfed45f433adb1c26b466cab7ebbd50e13954566b1ce681d6e8baa4,e0fdb43bebfed45f433adb1c26b466cab7ebbd50e13954566b1ce681d6e8baa4,preserve,0.0,125,66,1540,1343,1642,1361,1415,1277,0.9924999999999999
765,cfdf2edaf5b4d7cc9f6a9f19c663ee611f902da7c8f44c96cf05a0277cf9e6f6,940c4dc070c03a24e0eba0442fe61b517d3e5076f03328bacc5819476f1578b8,7a8dcaf837167ff2b70dbd8601d8f51c17d82b0848c07dc1c646b943de1140ce,7a8dcaf837167ff2b70dbd8601d8f51c17d82b0848c07dc1c646b943de1140ce,preserve,0.0,109,84,1465,1308,1546,1361,1356,1224,1.0
766,0aef2b219e2d8bdb89c6925259aca29fc0028c5f804bf70103be6e67a1a2478c,09f9061751f524974b172c3c0ea9d2bbf01cd389acdcb994c9e344bbcaaf8146,c382548d71d5f15ef6fa8f58f4e090572b562df4eda361c235988358c849ef39,c382548d71d5f15ef6fa8f58f4e090572b562df4eda361c235988358c849ef39,preserve,0.0,114,79,1464,1298,1594,1361,1350,1219,0.9924999999999999
767,3898abf5f2ad13029b635e4961f475fdf5f0c14ffeb7e13eba54cd91173d48eb,4b76a80de2e742d83d5ec5e5ef99e9b929c1bbe87df7f91f75e418fe14fb44a0,4dd3580d10ad3320a3510bfa2f7cfd07b72e091770f81c68ec9b357032445e55,4dd3580d10ad3320a3510bfa2f7cfd07b72e091770f81c68ec9b357032445e55,preserve,0.0,117,80,1463,1300,1546,1361,1346,1220,1.0
768,305d532b2996494a63228710bfe172a8fd2d6d3485ec030d13082befeee5a647,209e1b337e612dd8583d3a6349e4a8b958210a47c7e053659912165eed9f8131,7238fbb08cfe637e4a805ef91d06611457ba1130d277b7989929724a3b56e183,7238fbb08cfe637e4a805ef91d06611457ba1130d277b7989929724a3b56e183,preserve,0.0,114,81,1464,1302,1594,1361,1350,1221,0.9924999999999999
769,c273f64cf480ef17f5101283668ca0f566e9c8d5bf85d4f357bddec5377e0f68,6261c6a776cd22eb9210ca65d1e1ca2ee2ff4050ed74e091a2022703a9b545fc,aa51354f1377e5ac89ec436c7c2d5cc1e0d46ec321f25211e590d10b84719a0d,aa51354f1377e5ac89ec436c7c2d5cc1e0d46ec321f25211e590d10b84719a0d,preserve,0.0,115,83,1455,1298,1594,1361,1340,1215,0.9924999999999999
770,89f975d42de4b8a36552b599c6fa605cb3a76eb665d7605ca067e79500580c6c,d7b2b82b0bbb16fc8f4f5fc252f24fbe0ea4b7efc72be285cc8e50c1062d15d4,72d9a9f57e96f92a61d3a4e666ec1513d644c9af7c3d75ff425254ae86efdc72,72d9a9f57e96f92a61d3a4e666ec1513d644c9af7c3d75ff425254ae86efdc72,preserve,0.0,116,81,1470,1300,1594,1361,1354,1219,0.9924999999999999
771,8ba626c35165cdfe8e710456ef7442da2c81955af9e57cedea729e10d5cf7036,5c94297a616e70d92725fca813a7f88472a6df0ad5306bf7bbf5e913f5c60f15,96ea74a52ecef9de22a1c31e9c334f392fbf609cbe64378a0609482870809253,96ea74a52ecef9de22a1c31e9c334f392fbf609cbe64378a0609482870809253,preserve,0.0,127,87,1474,1308,1594,1361,1347,1221,0.9924999999999999
772,4d9f0280cb89c852d30c3ac5d63832031af98e6b6d5f7ec4ddb4d19ab8633632,138451f6e4f475d69ffaabd3325ad33494801def26f594fecf844ce2d26d0c47,24238102366d881e86ee68da896bbce01e5dbab6249d595115f431bf32f29776,24238102366d881e86ee68da896bbce01e5dbab6249d595115f431bf32f29776,preserve,0.0,123,23,1546,1316,1642,1361,1423,1293,0.9924999999999999
773,6b9765a9ebb875c5ca3c82e63b7ae391326d9c847dea15925aced1dd35da9e73,b68b8687537e84dd62d5242ddadf236d9332cd3a04cac655a6bcf7eae5d4a8f7,e888fe7f606caca4e70aa697492ca9e96fdfaf2954fbed457e51e333e8ef3484,e888fe7f606caca4e70aa697492ca9e96fdfaf2954fbed457e51e333e8ef3484,preserve,0.0,133,22,1501,1284,1583,1361,1368,1262,0.9924999999999999
774,e3f8cae08e0cde041e321205ed02945e3d9d30652d26d6c33bcd0d6018d1ac94,579c68ee14626ba93dbeabf6ce8b7ac445c6009d3b95386d6781dfd8116329e6,e4deb82fdf334502dd23d938e34ab4d635fb1c23814d155a9a8282f96aae2fec,e4deb82fdf334502dd23d938e34ab4d635fb1c23814d155a9a8282f96aae2fec,preserve,0.0,137,81,1474,1303,1594,1361,1337,1222,0.9924999999999999
775,6a5594f407457fbda15714b8847a3587646c11dadc5cb4eb485fd9746432d908,269a4ea78310a55799206ceb709d74a2ca9b78c60c08cc880dcc04e14901dded,fdb736be284b9a486fe67fed8f6e017f87bad8cfcd6af905a8959153a3276394,fdb736be284b9a486fe67fed8f6e017f87bad8cfcd6af905a8959153a3276394,preserve,0.0,142,83,1466,1291,1594,1361,1324,1208,0.9924999999999999
776,40e6178ea9efba76e6910a16bc6a6616905512ba80786d800cf8c589f608f97f,155f9f8ff5f89d7a0ee70c582cede578ed3052ce42ceda3efa8908552e984f41,94a4d8dc01e54a5605d1c1bff50a260d677f1cdc612e4a229fb9a36a0a3c5c7e,94a4d8dc01e54a5605d1c1bff50a260d677f1cdc612e4a229fb9a36a0a3c5c7e,preserve,0.0,121,77,1462,1305,1594,1361,1341,1228,1.0
777,c9c8bf16be4e92377679a8bf85d7fd7c5119b9d3c07560a7f0a6f2b57ff195b6,d98fd49592c5974ba720b4f856a46b82a526d3f171268827562c023d144a675a,50dfde302083d4b562f61998f73af3c874a95da1b9002d5cca31797276f2cfaa,50dfde302083d4b562f61998f73af3c874a95da1b9002d5cca31797276f2cfaa,preserve,0.0,120,73,1472,1306,1594,1361,1352,1233,0.9924999999999999
778,6187aee7716d5cd61afb2497197d5a23865769cf390e7355ddf850bf987f52bb,d03609114b8701c112235e4b3299017598536b70cec36ae40c70926870891e70,01393dd17c8abcb67fa1fed09e1e11ada122ee348b0f7a19c014cd643f70f0c3,01393dd17c8abcb67fa1fed09e1e11ada122ee348b0f7a19c014cd643f70f0c3,preserve,0.0,133,77,1486,1301,1594,1361,1353,1224,0.9924999999999999
779,1d9b3e5b429d1ca91bcc014d7ac123a417f14bfa55d7507759717f0aa7bf9795,9df58298fbec875f6546a4619ff74bb60f624fcf91f38feadc2e138d27f14084,5abe8eb3648d9d3d343c56b6c31787be499e679c8a1fcd09134b6973f8c8d0fe,5abe8eb3648d9d3d343c56b6c31787be499e679c8a1fcd09134b6973f8c8d0fe,preserve,0.0,125,79,1470,1296,1594,1361,1345,1217,0.9924999999999999
780,a33e8e4697437e4039c968bf79732e9b57dfc09ab98a1ad69388b592d1016fb2,479ae347ead982261976c525a3816578fa4bdfc27cacea59966a7466b6e17c85,23be19f94545b096dab38b47f7f0d2eea14d64d72ea59170358dc152b30076d4,23be19f94545b096dab38b47f7f0d2eea14d64d72ea59170358dc152b30076d4,preserve,0.0,91,82,1433,1301,1537,1361,1342,1219,0.9924999999999999
781,b51948475dd0e08829fc8f76546abf5d8cf3ca316fd1956f5857c27eaf00bdc4,8d71fbdf1a0a9284755555bc5dabf61c313c865834ca8601b73d63278a8f8a48,88ad746a2652ccafb74e32a3528720ef4e3c20b4ab7a9b154ca6e4c94da0fdf0,88ad746a2652ccafb74e32a3528720ef4e3c20b4ab7a9b154ca6e4c94da0fdf0,preserve,0.0,131,81,1478,1301,1594,1361,1347,1220,0.9924999999999999
782,dc4a7ba4cfb4dcbf690f24ddb1abc875b8de706f06ceb7288c6f0a38ff081548,2db3c4b3aefec77f148b51509562b06140a808dc04aeba23d0026b0e3d7deea6,30947fc6a2c9b58beb909cf0b51658552c6fae31ba9886422ec4ae8d6575ea33,30947fc6a2c9b58beb909cf0b51658552c6fae31ba9886422ec4ae8d6575ea33,preserve,0.0,121,76,1472,1305,1594,1361,1351,1229,0.9924999999999999
783,a185cdfd7970713e23da82a424248e9160edfeae400c2f91a98d8063034043be,924fbe0698f4b32689187476f6656636ab02e9beca1cba7cfb6438132c8a781c,5d3baa025a6dd3179872b1c4520f032885f8aee00a12b5bb8ab059070e6cb5e3,5d3baa025a6dd3179872b1c4520f032885f8aee00a12b5bb8ab059070e6cb5e3,preserve,0.0,128,79,1474,1303,1594,1361,1346,1224,0.9924999999999999
784,85142e528b46875c5d925afceea3f4456ca9baeb0923a79c4201fbc94f995294,35b6508453a426cfe157acefa7d79ffdcbd7659e7cfaa4f5ed3bea98a56a1799,46ed7f8e08e8e0ed7bf734fa69baceecb5fd6a30b19557b0264bba49bfd63ba1,46ed7f8e08e8e0ed7bf734fa69baceecb5fd6a30b19557b0264bba49bfd63ba1,preserve,0.0,118,88,1448,1309,1546,1361,1330,1221,1.0
785,25e9bc74bdf905f805628639ff7e9fe21b84401f84784b48e0cf355d9973b82b,917527d262c495d302934692060a228bc2e58712a28b3fce68e424ea416e48a6,e2d14b625b2324c1b6e950330085dc0e201bd9306514494c57016649e9b160a7,e2d14b625b2324c1b6e950330085dc0e201bd9306514494c57016649e9b160a7,preserve,0.0,116,80,1427,1287,1546,1361,1311,1207,0.9924999999999999
786,b9c0155f1c7ba71d74955c86e73d3cf021aad16ce1a7f810427c6e0e78628f5d,3e789dce7e7ac20b7d0e476e93ccc913016929b2c5f16a8741e75d86eca44250,004a0d5f84281490f0e9b467e1b68460c25d47a2b50b419880d3b803eb44721f,004a0d5f84281490f0e9b467e1b68460c25d47a2b50b419880d3b803eb44721f,preserve,0.0,114,80,1426,1284,1546,1361,1312,1204,0.9924999999999999
787,c9f125ad427ca5fabe6d4d802de0e74eac01f84ab41f6f2d6ae7cf316278e5d2,25f9b276f6cba28cfd2e79a2094eadadf1ec42aa461a094edfc703f2b703d7e8,7a52e63ebeb578b5fcae9c845006fb612b0ce8358b4b94a97031efa713668325,7a52e63ebeb578b5fcae9c845006fb612b0ce8358b4b94a97031efa713668325,preserve,0.0,132,81,1472,1300,1594,1361,1340,1219,0.9924999999999999
788,4be98407c0f2a0070ba57c455ef43e8256ad68a1cc5be7734888a85398df6fe2,14d36ffa4c1d422bedeb901c2f8bb2c743ed448dd97ff5e93c58c27fcf7abb65,a49e0c6d53da779236e1404f62f24f0cd205a9d5f86bc99701332aa303602875,a49e0c6d53da779236e1404f62f24f0cd205a9d5f86bc99701332aa303602875,preserve,0.0,123,76,1460,1300,1546,1361,1337,1224,1.0
789,cac541b6e30d21ca430ae70c54d4f2a273b3907bfaa29fdba7016022e3b5253f,92b61c6fc7a80496e8af37ce0d199da02c39969e4224ed9b1174ad175b6eccf9,dac7cb56efa164cddcd467faba98b9786512d310fc7ccc44d934a4ece5e8e042,dac7cb56efa164cddcd467faba98b9786512d310fc7ccc44d934a4ece5e8e042,preserve,0.0,104,72,1450,1295,1546,1361,1346,1223,1.0
790,2cbcf97d24c3ba4c820a593598d2cd568a6dfbdab73e6f5a3be6a30d68f20047,aff8b96b446553015d3038a6f3503c1e9a866ba8d09e6c41996e56e92fd5f6da,ddcbfafafc10a886d83f507a3e606d71db70aac817156e454dae6a1be7783427,ddcbfafafc10a886d83f507a3e606d71db70aac817156e454dae6a1be7783427,preserve,0.0,134,73,1476,1303,1594,1361,1342,1230,0.9924999999999999
791,47778faccb5c4de774df395bf3a3a00f2c498e41963f008f8c34c02849f5c98c,d7c0cba33df6b010087efeecddeeb10bd34926e50dbfaaa95bda1b072ed959f0,54c8e6da9411c2a5cbca4d3924611ec4556da99fa363ddf716a6f5fbb169ef64,54c8e6da9411c2a5cbca4d3924611ec4556da99fa363ddf716a6f5fbb169ef64,preserve,0.0,113,75,1469,1303,1594,1361,1356,1228,0.9924999999999999
792,6aaf1919e75fb8428a745865169a7fd65c7f11875f01b223e3df4fcc22c149d1,3fef5d928d7ca479ad474cb201c05ffa423b0ddd743eec36b228c347de578a5d,817bdea588edcfb55dbf51c5561892d41d2b54cbc0335353b145e3cc0ccc31c0,817bdea588edcfb55dbf51c5561892d41d2b54cbc0335353b145e3cc0ccc31c0,preserve,0.0,123,72,1462,1290,1546,1361,1339,1218,0.9924999999999999
793,400f8363615aadc9384306f58aabd9a347f44fc0e29d4903668935610a7a9bd7,9e6a9f3d8be7a155ad0fc3137db995f8bd678817e6e42a68155ec86f86c917a7,fc7cc4008c41de029da5028f08bbe5d3c88a350b81c28df38600189323768a03,fc7cc4008c41de029da5028f08bbe5d3c88a350b81c28df38600189323768a03,preserve,0.0,109,58,1454,1287,1546,1361,1345,1229,0.9924999999999999
794,4b86a4fb3fb290f87bdb9737e2f172b23b4a228de784eb5e20159d8771947430,948bcb18813138f02cbf5eddee6d1a8d3ddb53ff992cf0c67401700c5ef68b9a,5f84b059954619d6b70fbdee23b441d364502f94321a67c64e0ac861cfba41e5,5f84b059954619d6b70fbdee23b441d364502f94321a67c64e0ac861cfba41e5,preserve,0.0,117,72,1458,1290,1546,1361,1341,1218,0.9924999999999999
795,013e20ba170f10b5630f1f29858b6dba93d535d363ba7c35a4f6b1e5a4e4e641,3ec40bb7c7d971113080b10711d536d731abe52a7c437d81649fd2285e8c370d,9f05df3045732f59c656463106e1b28cc7d2a463cf4a9184905bee4b10b69ec7,9f05df3045732f59c656463106e1b28cc7d2a463cf4a9184905bee4b10b69ec7,preserve,0.0,124,70,1473,1298,1594,1361,1349,1228,0.9924999999999999
796,9139a8a8c1b287cc98c4e9d86706f81490c7d51ebac5b8b94994ef8967158c64,3dd39afdc10f4d0c61bfdbdeacb23e3efadcf6997ff22a88c26ac10f901b65d8,0db20e44b9d38eb9954d6d4c8b1e6f340d905df3a4b8c8f9aeb6bc80412ebe78,0db20e44b9d38eb9954d6d4c8b1e6f340d905df3a4b8c8f9aeb6bc80412ebe78,preserve,0.0,125,66,1472,1296,1594,1361,1347,1230,0.9924999999999999
